source,stage,model,taskId,category,repeat,status,score,wallMs,tokensPerSecond,timeToFirstTokenSeconds,finishReason,promptTokens,completionTokens,error
code-finalists-isolated-r2.json,,granite-4.1-8b,code_dependency_readiness,planning,1,completed,,6967,24.85,0.044,stop,177,171,
code-finalists-isolated-r2.json,,granite-4.1-8b,code_evidence_log_reconciliation,evidence,1,completed,,7872,24.69,0.043,stop,196,192,
code-finalists-isolated-r2.json,,granite-4.1-8b,code_windows_path_scope,safety,1,completed,,14838,24.29,0.043,stop,186,358,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_immutable_rank_sort,immutability,0,completed,,7916,67.47,0.183,length,147,520,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_fencing_settlement,concurrency_safety,0,completed,,1504,68.13,0.106,stop,165,93,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_dependency_readiness,planning,0,completed,,3006,68.45,0.112,stop,183,196,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_evidence_log_reconciliation,evidence,0,completed,,4990,67.82,0.116,stop,202,328,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_windows_path_scope,safety,0,completed,,14569,66.62,0.113,length,193,960,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_immutable_rank_sort,immutability,1,completed,,6639,66.78,0.103,stop,147,434,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_fencing_settlement,concurrency_safety,1,completed,,1476,66.56,0.041,stop,165,93,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_dependency_readiness,planning,1,completed,,3293,61.02,0.051,stop,183,196,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_evidence_log_reconciliation,evidence,1,completed,,5016,66.6,0.047,stop,202,328,
code-finalists-isolated-r2.json,,google/gemma-4-e4b,code_windows_path_scope,safety,1,completed,,14321,67.78,0.114,length,193,960,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_immutable_rank_sort,immutability,0,completed,,4786,36.37,0.775,stop,205,145,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_fencing_settlement,concurrency_safety,0,completed,,4474,36.63,0.417,stop,218,147,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_dependency_readiness,planning,0,completed,,7137,36.03,0.442,stop,240,240,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_evidence_log_reconciliation,evidence,0,completed,,7839,35.61,0.445,stop,259,262,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_windows_path_scope,safety,0,completed,,21654,36.74,0.44,stop,249,778,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_immutable_rank_sort,immutability,1,completed,,5113,35.45,0.106,stop,205,176,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_fencing_settlement,concurrency_safety,1,completed,,4091,37.23,0.111,stop,218,147,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_dependency_readiness,planning,1,completed,,6622,37.1,0.118,stop,240,240,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_evidence_log_reconciliation,evidence,1,completed,,7178,37.31,0.117,stop,259,262,
code-finalists-isolated-r2.json,,openai/gpt-oss-20b,code_windows_path_scope,safety,1,completed,,21662,36.66,0.409,stop,249,778,
dual-resident-e4b.json,screen,google/gemma-4-e4b,instruction_exact_token,instruction,0,completed,1,695,65.61,0.254,stop,52,26,
dual-resident-e4b.json,screen,google/gemma-4-e4b,director_dependency_envelope,planning,0,completed,0.8571,1695,68.84,0.092,stop,140,108,
dual-resident-e4b.json,screen,google/gemma-4-e4b,native_tool_read_file,tool_use,0,completed,1,1400,69.91,0.137,tool_calls,121,85,
dual-resident-e4b.json,screen,google/gemma-4-e4b,claim_grounding_matrix,grounding,0,completed,1,10232,67.23,0.117,stop,170,678,
dual-resident-e4b.json,screen,google/gemma-4-e4b,gpu_residency_reasoning,reasoning,0,completed,1,447,65.84,0.111,stop,152,19,
dual-resident-e4b.json,screen,google/gemma-4-e4b,code_review_immutable_sort,coding,0,completed,0,4903,67.01,0.104,length,125,320,
dual-resident-e4b.json,screen,google/gemma-4-e4b,log_reconciliation,extraction,0,completed,1,496,71.05,0.105,stop,141,24,
dual-resident-e4b.json,screen,google/gemma-4-e4b,insufficient_evidence_abstention,safety,0,completed,1,216,69.73,0.078,stop,75,8,
dual-resident-e4b.json,screen,google/gemma-4-e4b,long_context_recall,long_context,0,completed,1,3678,64.57,3.233,stop,7768,26,
dual-resident-e4b.json,screen,google/gemma-4-e4b,critic_candidate_selection,critique,0,completed,1,7495,67.49,0.089,stop,104,494,
dual-resident-granite.json,screen,granite-4.1-8b,instruction_exact_token,instruction,0,completed,1,5021,,,stop,47,3,
dual-resident-granite.json,screen,granite-4.1-8b,director_dependency_envelope,planning,0,completed,1,6062,,,stop,137,152,
dual-resident-granite.json,screen,granite-4.1-8b,native_tool_read_file,tool_use,0,completed,1,1304,,,tool_calls,242,23,
dual-resident-granite.json,screen,granite-4.1-8b,claim_grounding_matrix,grounding,0,completed,1,3957,,,stop,165,96,
dual-resident-granite.json,screen,granite-4.1-8b,gpu_residency_reasoning,reasoning,0,completed,1,922,,,stop,148,18,
dual-resident-granite.json,screen,granite-4.1-8b,code_review_immutable_sort,coding,0,completed,1,247,,,stop,109,2,
dual-resident-granite.json,screen,granite-4.1-8b,log_reconciliation,extraction,0,completed,0.6667,901,,,stop,125,19,
dual-resident-granite.json,screen,granite-4.1-8b,insufficient_evidence_abstention,safety,0,completed,1,364,,,stop,70,7,
dual-resident-granite.json,screen,granite-4.1-8b,long_context_recall,long_context,0,completed,1,14349,,,stop,6312,22,
dual-resident-granite.json,screen,granite-4.1-8b,critic_candidate_selection,critique,0,completed,0,7538,,,stop,99,173,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,instruction_exact_token,instruction,0,completed,1,982,7.47,0.407,stop,40,4,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,director_dependency_envelope,planning,0,completed,1,37221,5.01,0.465,stop,138,184,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,native_tool_read_file,tool_use,0,completed,1,3045,5.52,0.465,tool_calls,127,14,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,claim_grounding_matrix,grounding,0,completed,0.6,13610,5.09,0.596,stop,161,66,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,gpu_residency_reasoning,reasoning,0,completed,1,4337,5.54,0.504,stop,144,21,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,code_review_immutable_sort,coding,0,completed,1,678,10.88,0.459,stop,105,2,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,log_reconciliation,extraction,0,completed,1,5087,5.46,0.474,stop,134,25,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,insufficient_evidence_abstention,safety,0,completed,1,1905,6.15,0.403,stop,63,9,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,long_context_recall,long_context,0,completed,1,26278,3.41,18.605,stop,7496,26,
screen-devstral-isolated-r1.json,screen,mistralai_devstral-small-2-24b-instruct-2512,critic_candidate_selection,critique,0,completed,1,947,10.73,0.445,stop,91,2,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,instruction_exact_token,instruction,0,completed,1,1428,34.24,0.684,stop,108,24,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,director_dependency_envelope,planning,0,failed,0,4047,,,,,,"HTTP 400: {""error"":""Engine protocol predict stream returned an error: {\""code\"":500,\""message\"":\""The model produced output that does not match the expected peg-native format\"",\""type\"":\""server_error\""}""}"
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,native_tool_read_file,tool_use,0,completed,1,2041,36.88,0.884,tool_calls,178,41,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,claim_grounding_matrix,grounding,0,completed,0.8,8178,35.83,0.414,stop,225,277,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,gpu_residency_reasoning,reasoning,0,completed,1,4258,35.07,0.449,stop,208,132,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,code_review_immutable_sort,coding,0,completed,1,1410,36.2,0.439,stop,170,34,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,log_reconciliation,extraction,0,completed,1,4672,34.73,0.402,stop,188,147,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,insufficient_evidence_abstention,safety,0,completed,1,1158,36.89,0.338,stop,132,29,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,long_context_recall,long_context,0,completed,1,6140,35.57,4.867,stop,6373,43,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,critic_candidate_selection,critique,0,completed,1,3826,36.3,0.341,stop,160,124,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,instruction_exact_token,instruction,1,completed,1,998,36.54,0.311,stop,108,24,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,director_dependency_envelope,planning,1,failed,0,4071,,,,,,"HTTP 400: {""error"":""Engine protocol predict stream returned an error: {\""code\"":500,\""message\"":\""The model produced output that does not match the expected peg-native format\"",\""type\"":\""server_error\""}""}"
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,native_tool_read_file,tool_use,1,completed,1,1288,36.77,0.116,tool_calls,178,41,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,claim_grounding_matrix,grounding,1,completed,0.8,8997,34.12,0.112,stop,225,302,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,gpu_residency_reasoning,reasoning,1,completed,1,4104,32.76,0.121,stop,208,129,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,code_review_immutable_sort,coding,1,completed,1,1462,34.9,0.444,stop,170,34,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,log_reconciliation,extraction,1,completed,1,4543,33.46,0.124,stop,188,147,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,insufficient_evidence_abstention,safety,1,completed,1,1007,34.38,0.124,stop,132,29,
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,long_context_recall,long_context,1,failed,0,1426,,,,,,"HTTP 400: {""error"":""Engine protocol predict stream returned an error: {\""code\"":500,\""message\"":\""The model produced output that does not match the expected peg-native format\"",\""type\"":\""server_error\""}""}"
screen-finalists-isolated-r2.json,screen,openai/gpt-oss-20b,critic_candidate_selection,critique,1,completed,1,4116,33.67,0.37,stop,160,124,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,instruction_exact_token,instruction,0,completed,1,545,68.39,0.145,stop,52,26,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,director_dependency_envelope,planning,0,completed,0.8571,1710,68.43,0.102,stop,140,108,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,native_tool_read_file,tool_use,0,completed,1,1376,68.8,0.098,tool_calls,121,85,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,claim_grounding_matrix,grounding,0,completed,1,10435,66.22,0.141,stop,170,678,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,gpu_residency_reasoning,reasoning,0,completed,1,404,68.92,0.095,stop,152,19,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,code_review_immutable_sort,coding,0,completed,0,4859,67.78,0.098,length,125,320,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,log_reconciliation,extraction,0,completed,1,497,67.65,0.1,stop,141,24,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,insufficient_evidence_abstention,safety,0,completed,1,223,69.02,0.077,stop,75,8,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,long_context_recall,long_context,0,completed,1,3301,67.29,2.873,stop,7768,26,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,critic_candidate_selection,critique,0,completed,1,7461,67.7,0.091,stop,104,494,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,instruction_exact_token,instruction,1,completed,1,466,73.12,0.07,stop,52,26,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,director_dependency_envelope,planning,1,completed,0.8571,1834,67.97,0.102,stop,140,116,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,native_tool_read_file,tool_use,1,completed,1,1301,68.91,0.042,tool_calls,121,85,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,claim_grounding_matrix,grounding,1,completed,1,11048,67.18,0.114,stop,170,732,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,gpu_residency_reasoning,reasoning,1,completed,1,434,67.07,0.108,stop,152,19,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,code_review_immutable_sort,coding,1,completed,0,4864,66.83,0.047,length,125,320,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,log_reconciliation,extraction,1,completed,1,480,71.75,0.102,stop,141,24,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,insufficient_evidence_abstention,safety,1,completed,1,229,68.74,0.079,stop,75,8,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,long_context_recall,long_context,1,completed,1,571,59.68,0.06,stop,7768,26,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e4b,critic_candidate_selection,critique,1,completed,1,7039,67.33,0.083,stop,104,465,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,instruction_exact_token,instruction,0,completed,0,1095,101.79,0.132,length,52,96,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,director_dependency_envelope,planning,0,completed,1,5564,102.9,0.061,stop,140,563,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,native_tool_read_file,tool_use,0,completed,1,944,106.88,0.061,tool_calls,121,91,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,claim_grounding_matrix,grounding,0,completed,1,6571,103.04,0.07,stop,170,667,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,gpu_residency_reasoning,reasoning,0,completed,0,7063,103.38,0.062,length,152,720,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,code_review_immutable_sort,coding,0,completed,0,3194,102.87,0.055,length,125,320,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,log_reconciliation,extraction,0,completed,1,4183,102.44,0.066,stop,141,418,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,insufficient_evidence_abstention,safety,0,completed,1,2034,102.58,0.052,stop,75,200,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,long_context_recall,long_context,0,completed,1,3651,99.2,1.679,stop,7768,191,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,critic_candidate_selection,critique,0,completed,1,5883,100.94,0.061,stop,104,582,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,instruction_exact_token,instruction,1,completed,0,1031,101.48,0.045,length,52,96,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,director_dependency_envelope,planning,1,completed,1,5683,100.68,0.061,stop,140,563,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,native_tool_read_file,tool_use,1,completed,1,943,104.28,0.032,tool_calls,121,91,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,claim_grounding_matrix,grounding,1,completed,1,6697,101.17,0.073,stop,170,667,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,gpu_residency_reasoning,reasoning,1,completed,0,13269,54.72,0.072,length,152,720,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,code_review_immutable_sort,coding,1,completed,0,10480,30.71,0.03,length,125,320,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,log_reconciliation,extraction,1,completed,1,14342,35.62,0.037,stop,141,508,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,insufficient_evidence_abstention,safety,1,completed,1,4929,40.96,0.03,stop,75,199,
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,long_context_recall,long_context,1,failed,0,21,,,,,,"HTTP 500: <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Internal Server Error</pre>
</body>
</html>
"
screen-finalists-isolated-r2.json,screen,google/gemma-4-e2b,critic_candidate_selection,critique,1,failed,0,7,,,,,,"HTTP 500: <!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""utf-8"">
<title>Error</title>
</head>
<body>
<pre>Internal Server Error</pre>
</body>
</html>
"
screen-granite-isolated-r2.json,screen,granite-4.1-8b,instruction_exact_token,instruction,0,completed,1,235,33.53,0.106,stop,47,3,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,director_dependency_envelope,planning,0,completed,1,6558,23.75,0.127,stop,137,152,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,native_tool_read_file,tool_use,0,completed,1,1114,25.58,0.168,tool_calls,241,23,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,claim_grounding_matrix,grounding,0,completed,1,4074,24.73,0.154,stop,165,96,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,gpu_residency_reasoning,reasoning,0,completed,1,870,25.85,0.133,stop,148,18,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,code_review_immutable_sort,coding,0,completed,1,165,50.79,0.1,stop,109,2,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,log_reconciliation,extraction,0,completed,0.6667,903,25.19,0.118,stop,125,19,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,insufficient_evidence_abstention,safety,0,completed,1,386,26.77,0.091,stop,70,7,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,long_context_recall,long_context,0,completed,1,6577,11.56,4.622,stop,6312,22,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,critic_candidate_selection,critique,0,completed,0,8834,24.21,0.106,stop,99,207,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,instruction_exact_token,instruction,1,completed,1,273,37.62,0.153,stop,47,3,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,director_dependency_envelope,planning,1,completed,1,6576,23.79,0.128,stop,137,152,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,native_tool_read_file,tool_use,1,completed,1,1080,24.32,0.046,tool_calls,241,23,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,claim_grounding_matrix,grounding,1,completed,1,4520,23.14,0.049,stop,165,96,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,gpu_residency_reasoning,reasoning,1,completed,1,829,24.9,0.048,stop,148,18,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,code_review_immutable_sort,coding,1,completed,1,480,41.67,0.113,stop,109,2,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,log_reconciliation,extraction,1,completed,0.6667,1717,22.78,0.049,stop,125,37,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,insufficient_evidence_abstention,safety,1,completed,1,475,27.75,0.044,stop,70,7,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,long_context_recall,long_context,1,completed,1,2238,11,0.087,stop,6312,22,
screen-granite-isolated-r2.json,screen,granite-4.1-8b,critic_candidate_selection,critique,1,completed,0,13573,23.31,0.044,stop,99,311,
vision-configured-finalists-r2.json,,zai-org/glm-4.6v-flash,vision_grid_localization,vision_spatial,0,completed,,59994,5.63,6.305,,420,302,
vision-configured-finalists-r2.json,,zai-org/glm-4.6v-flash,vision_counting,vision_counting,0,completed,,8560,9.93,2.567,,371,59,
vision-configured-finalists-r2.json,,zai-org/glm-4.6v-flash,vision_negative_grounding,vision_grounding,0,completed,,7854,10.3,2.553,,366,54,
vision-configured-finalists-r2.json,,zai-org/glm-4.6v-flash,vision_grid_localization,vision_spatial,1,completed,,23524,8.79,0.134,,420,205,
vision-configured-finalists-r2.json,,zai-org/glm-4.6v-flash,vision_counting,vision_counting,1,completed,,7979,7.53,0.086,,371,59,
vision-configured-finalists-r2.json,,zai-org/glm-4.6v-flash,vision_negative_grounding,vision_grounding,1,completed,,5565,9.97,0.087,,366,54,
vision-configured-finalists-r2.json,,qwen/qwen3.5-9b,vision_grid_localization,vision_spatial,0,completed,,16978,27.86,0.766,,359,451,
vision-configured-finalists-r2.json,,qwen/qwen3.5-9b,vision_counting,vision_counting,0,completed,,9796,28.33,0.674,,310,257,
vision-configured-finalists-r2.json,,qwen/qwen3.5-9b,vision_negative_grounding,vision_grounding,0,completed,,8275,29.06,0.615,,305,221,
vision-configured-finalists-r2.json,,qwen/qwen3.5-9b,vision_grid_localization,vision_spatial,1,completed,,16559,27.48,0.074,,359,451,
vision-configured-finalists-r2.json,,qwen/qwen3.5-9b,vision_counting,vision_counting,1,completed,,9074,28.76,0.077,,310,257,
vision-configured-finalists-r2.json,,qwen/qwen3.5-9b,vision_negative_grounding,vision_grounding,1,completed,,7836,28.75,0.081,,305,221,
vision-configured-finalists-r2.json,,google/gemma-4-e4b,vision_grid_localization,vision_spatial,0,completed,,911,70.79,0.391,,226,35,
vision-configured-finalists-r2.json,,google/gemma-4-e4b,vision_counting,vision_counting,0,completed,,1500,69.18,0.251,,177,83,
vision-configured-finalists-r2.json,,google/gemma-4-e4b,vision_negative_grounding,vision_grounding,0,completed,,2669,69.91,0.229,,171,167,
vision-configured-finalists-r2.json,,google/gemma-4-e4b,vision_grid_localization,vision_spatial,1,completed,,615,67.98,0.047,,226,35,
vision-configured-finalists-r2.json,,google/gemma-4-e4b,vision_counting,vision_counting,1,completed,,1299,68.6,0.039,,177,83,
vision-configured-finalists-r2.json,,google/gemma-4-e4b,vision_negative_grounding,vision_grounding,1,completed,,2100,69.33,0.048,,171,139,
vision-configured-finalists-r2.json,,google/gemma-4-12b,vision_grid_localization,vision_spatial,0,completed,,81493,4.56,11.535,,226,319,
vision-configured-finalists-r2.json,,google/gemma-4-12b,vision_counting,vision_counting,0,completed,,32635,6.52,3.396,,177,190,
vision-configured-finalists-r2.json,,google/gemma-4-12b,vision_negative_grounding,vision_grounding,0,completed,,46204,4.37,2.664,,171,190,
vision-configured-finalists-r2.json,,google/gemma-4-12b,vision_grid_localization,vision_spatial,1,completed,,43570,6.91,0.729,,226,295,
vision-configured-finalists-r2.json,,google/gemma-4-12b,vision_counting,vision_counting,1,completed,,21521,7.73,0.454,,177,162,
vision-configured-finalists-r2.json,,google/gemma-4-12b,vision_negative_grounding,vision_grounding,1,completed,,25478,7.77,0.406,,171,194,
